Pathway_ID,Raw_Abundance,Relative_Abundance
SRR1802176_CERILLO_2016,627.5487417026812,0.34369558730898836
SRR11319474_WANG_2021,626.4599359467087,0.3430992707061552
SRR14119289_SPIESS_2021,626.0172215426777,0.3428568050983193
SRR25536402_CUOG_2023,621.8971918689609,0.3406003492657468
SRR3211889_CERILLO_2016,619.8406836947535,0.3394740418767427
SRR15714624_CASR_2022,614.3116208344339,0.3364458874390653
SRR14119287_SPIESS_2021,612.4337286621155,0.33541740437444034
SRR5133617_SRINIVASAN_BUTLER_2017,604.5699586450768,0.3311105786653555
SRR6796664_ZAKARIA_2018,600.8818553099419,0.3290906800382207
SRR25536420_CUOG_2023,597.5834249396064,0.3272841973094777
SRR17982067_LI_2022,596.3571605161605,0.326612597411008
SRR25536401_CUOG_2023,592.249667513329,0.32436300765620196
SRR25536405_CUOG_2023,589.2177153453136,0.32270246957871107
SRR14119286_SPIESS_2021,584.2924303275337,0.3200049918939386
SRR25536413_CUOG_2023,581.2479423481043,0.31833758820939595
SRR26068519_LASCU_2022,576.04170489859,0.3154862386344993
SRR25536400_CUOG_2023,561.8028943444933,0.3076879338483346
SRR3189287_CERILLO_2016,560.0486768341964,0.30672718486199546
SRR25536416_CUOG_2023,556.9777938063569,0.3050453251502752
SRR24018451_SPIESS_2023,556.5577544968395,0.30481527822709004
SRR25536406_CUOG_2023,554.071343677863,0.30345352196828385
SRR5133622_SRINIVASAN_BUTLER_2017,553.9048461485285,0.30336233468301443
SRR25536407_CUOG_2023,546.4907427671674,0.29930178217658654
SRR2053258_CERILLO_2016,544.9091172215863,0.2984355582728998
SRR25536422_CUOG_2023,543.8752420746531,0.29786932603910515
SRR5133619_SRINIVASAN_BUTLER_2017,542.9982579693243,0.2973890198140877
SRR2225468_CERILLO_2016,542.5318474833379,0.2971335763476994
SRR25536415_CUOG_2023,540.5157371168556,0.29602939401023215
SRR3342206_CERILLO_2016,528.8054748091715,0.2896159232884813
SRR26068517_LASCU_2022,525.8596788119562,0.288002571180391
SRR6914768_SCHMIDT_2018,522.7564440077647,0.2863029930636531
SRR25536404_CUOG_2023,522.7398047739204,0.28629388009621576
SRR25536409_CUOG_2023,520.6943384197491,0.2851736200857977
SRR25536410_CUOG_2023,520.3776329485185,0.28500016698852393
SRR12328004_ALBARRACIN-ARIAS_2021,516.7499566077028,0.28301336298802404
SRR25536421_CUOG_2023,507.2601331334306,0.2778159811183718
SRR25536418_CUOG_2023,505.1144204957613,0.2766408182725359
SRR25536411_CUOG_2023,494.9711813777136,0.2710855740433242
SRR5340196_PENN_2017,494.1057105522729,0.2706115734057935
SRR25536417_CUOG_2023,493.6571564739312,0.270365909527993
SRR5133621_SRINIVASAN_BUTLER_2017,487.7394592232129,0.2671249079978425
SRR3189289_CERILLO_2016,480.6183152790306,0.2632248033723963
SRR25536412_CUOG_2023,476.38114948618426,0.2609041944875045
SRR3342204_CERILLO_2016,475.0964922946253,0.2602006140664115
SRR14119288_SPIESS_2021,474.7238562326802,0.25999652893062547
SRR2053265_CERILLO_2016,474.2005238124804,0.25970991048720327
SRR2154303_CERILLO_2016,471.4726716120025,0.25821592173090113
SRR25536419_CUOG_2023,464.95840154717166,0.25464818949428364
SRR6914763_SCHMIDT_2018,463.57470029990407,0.25389036467329923
SRR5133623_SRINIVASAN_BUTLER_2017,461.45854682495735,0.25273139077521695
SRR2053264_CERILLO_2016,444.36170125690705,0.24336779877326523
SRR2154305_CERILLO_2016,440.38002827180964,0.24118711806411045
SRR13855344_BEIHANG_2022,428.85270370568844,0.23487383859500519
SRR13855343_BEIHANG_2022,420.4094924596006,0.23024966479756512
SRR13855345_BEIHANG_2022,407.86317530747397,0.22337830396834055
SRR5340195_PENN_2017,397.389524532563,0.21764210004482482
SRR13855342_BEIHANG_2022,385.6749025940288,0.21122624164258644
SRR3211888_CERILLO_2016,369.7679728982895,0.20251434218243242
SRR2225470_CERILLO_2016,367.6966438801811,0.20137991772090402
SRR1802177_CERILLO_2016,355.7542193573823,0.19483929651095622
SRR2154307_CERILLO_2016,351.2322124613303,0.19236268599025463
SRR2053267_CERILLO_2016,342.04710764050014,0.18733219228338416
SRR3211890_CERILLO_2016,304.67338374801733,0.16686336949792374
SRR2053262_CERILLO_2016,171.70893410496487,0.09404146488013608
SRR8618605_LIU_2019,153.59469209265157,0.08412066569219219
SRR10267800_ZHANG_2020,147.78712414287398,0.08093997972360914
SRR8618613_LIU_2019,6.218221531652366,0.003405592521052658
SRR8272160_ZHEJIANG_2020,0.0,0.0
SRR8272157_ZHEJIANG_2020,0.0,0.0
